,...1.x,ResponseId,Q3_recoded.x,Q4.x,Q6.x,data_same.x,data_similar.x,data,procedure_same.x,procedure_similar.x,procedure,results_same.x,results_similar.x,results,context_same.x,context_similar.x,context,rp_rejection.x,Missing.x,Notes.x,...1.y,Q3_recoded.y,Q4.y,Q6.y,data_same.y,data_similar.y,data,procedure_same.y,procedure_similar.y,procedure,results_same.y,results_similar.y,results,context_same.y,context_similar.y,context,rp_rejection.y,Missing.y,Notes.y,diff_data_same,diff_data_sim,diff_pro_same,diff_pro_sim,diff_res_same,diff_res_sim,diff_con_same,diff_con_sim,diff_rp_rej,diff_miss,diff_any,count_diff,diff_data_agg,diff_pro_agg,diff_res_agg,diff_con_agg,diff_tot_agg,dat_rec,pro_rec,res_rec,con_rec,Rejection,label
79,63,R_3F41dYo81zi1Dq1,Physical,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
80,75,R_31F1g0sdc503RVb,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
81,81,R_1mls6ZhBSrnfCjU,Physical,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
82,82,R_XoI1Y5bnJNcfYvD,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
83,99,R_1LecSobzy2IQZh7,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
84,106,R_3oXZSNVvIjipCg1,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
85,110,R_1mwxgdEgORUjvpa,Methods,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
87,136,R_3j2HmAKzBB8fxU4,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
88,140,R_1BQtllcBfI8pkuY,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
89,144,R_rdQoVEQcuMUB7eF,NA,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
90,145,R_pLw2QBTZugAlhQd,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
91,146,R_2qqiB0VWO9IvqRI,NA,NA,"It is an experimental standard.
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,not a definition,146,NA,NA,"It is an experimental standard.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
92,154,R_3g7rBbQM9Vgi1lX,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
93,168,R_2wntzztlF0YLgMd,Nature/society,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
95,185,R_22yVi8Nga67JXDy,Human,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
96,187,R_1flQYKFTsSIMnWO,Physical,Mixed Methods,Reproducibility is very important for our research.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,Physical,Mixed Methods,Reproducibility is very important for our research.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
97,191,R_1jO4czjji8JP9pf,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
99,217,R_12JWLXvtUuGpYyo,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,Omit
1,1,R_2WCihkFWuowHEm7,Human,Quantitative,The ability to conduct the same research as under taken previously by other researchers in terms of data and methods,1,0,,1,0,,0,0,,0,0,,0,0,0,1,Human,Quantitative,The ability to conduct the same research as under taken previously by other researchers in terms of data and methods,1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
2,2,R_3oO61M3uMP3qoq3,Human,Qualitative,None. Because I do critical geopolitics.,0,0,,0,0,,0,0,,0,0,,1,0,0,2,Human,Qualitative,None. Because I do critical geopolitics.,0,0,,0,0,,0,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,Omit
3,3,R_BL2ICAeiaNjoE8x,Human,Qualitative,others could conduct same or similar study,1,1,,1,1,,0,0,,1,1,,0,0,"How to classify ""study"" does that include all aspects of the study or just the procedures?",3,Human,Qualitative,others could conduct same or similar study,1,1,,1,1,,0,0,,1,1,,0,0,Reading study as all of the front end components,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,1,0,Standard
4,4,R_12mOYxj6HPAHIOU,Methods,Quantitative,"That someone else can get the same results as you. Also, you didn‚Äôt p-hack.",0,0,,0,0,,1,0,,0,0,,0,0,0,4,Methods,Quantitative,"That someone else can get the same results as you. Also, you didn‚Äôt p-hack.",0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
5,5,R_1M5tBfjZf0dk5zR,Human,Qualitative,"That the findings of a study, and methods used to generate them, should be articulated such that any other researcher given the same data would arrive at the same conclusion or interpretation.",1,0,,0,0,,1,0,,0,0,,0,0,0,5,Human,Qualitative,"That the findings of a study, and methods used to generate them, should be articulated such that any other researcher given the same data would arrive at the same conclusion or interpretation.",1,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,Transparency/Extension
10,10,R_3L1gNAaOkMNp43x,Nature/society,Qualitative,"That the research process could be carried out (near) identically by another research team, based on reproducible study design, methods, analysis, etc.",0,0,,1,0,,0,0,,0,0,,0,0,0,10,Nature/society,Qualitative,"That the research process could be carried out (near) identically by another research team, based on reproducible study design, methods, analysis, etc.",0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
11,11,R_10JeWlbhc0UXt1U,Methods,Quantitative,"Methods and algorithms must be reproducible, i.e. lead to identical results",0,0,,1,0,,1,0,,0,0,,0,0,0,11,Methods,Quantitative,"Methods and algorithms must be reproducible, i.e. lead to identical results",0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
12,12,R_1qbbEWvLKLKk5cO,Methods,Mixed Methods,To be able to reproduce the results using the same method and techical steps,0,0,,1,0,,1,0,,0,0,,0,0,0,12,Methods,Mixed Methods,To be able to reproduce the results using the same method and techical steps,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
14,14,R_210dqZwp8BJROy6,Physical,Quantitative,Reproducibility refers to the ability of peers to replicate the results of a research study. The results should be reproducible within a small margin of error if a peer follows the same methods outlined by the authors of the original research.,0,0,,1,0,,0,1,,0,0,,0,0,0,14,Physical,Quantitative,Reproducibility refers to the ability of peers to replicate the results of a research study. The results should be reproducible within a small margin of error if a peer follows the same methods outlined by the authors of the original research.,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
15,15,R_3m9aQmWwPcB0bqP,Human,Quantitative,Any findings I produce through my research should be replicable by other scholars,0,0,,0,0,,1,0,,0,0,,0,0,0,15,Human,Quantitative,Any findings I produce through my research should be replicable by other scholars,0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
18,18,R_3Gr0AtGn2u1G402,Nature/society,Qualitative,Conduction get  research in a manner that allows a different team to produce similar results by  following the same method,0,0,,1,0,,0,1,,0,0,,0,0,0,18,Nature/society,Qualitative,Conduction get  research in a manner that allows a different team to produce similar results by  following the same method,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
19,19,R_2bTTqlXUMRaDvse,Human,Qualitative,"Producing scholarship where the researcher(s) is fully transparent in and open to providing their methodology, literature and theory, data collection procedures, survey questions or ethnographic process if applicable, data sources/archives/sampling procedures, ""collected"" data, modes of analysis, positionality, coding methods, conflicts of interest, ethical standards, etc.; such that another researcher might be able to arrive at similar conclusions.",1,0,,1,0,,0,1,,0,0,,0,0,0,19,Human,Qualitative,"Producing scholarship where the researcher(s) is fully transparent in and open to providing their methodology, literature and theory, data collection procedures, survey questions or ethnographic process if applicable, data sources/archives/sampling procedures, ""collected"" data, modes of analysis, positionality, coding methods, conflicts of interest, ethical standards, etc.; such that another researcher might be able to arrive at similar conclusions.",1,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
21,21,R_1j7i2WEIfV0Q6pC,Human,Qualitative,"In short, the idea of reproducibility implies that, regardless of the researcher, when research is conducted using the same data, methods, and ideas/research questions, subsequent researchers will arrive at the same results.
As a geographer who largely employs qualitative methods, this notion reflects the grotesque extent to which qualitative researchers are expected to scientize (mimic the scientific vernacular, questions, and processes) in their work in order to acquire funding.
Working abroad with populations who do not share the same native language, where there are certainly different views and practices concerning gender, race/ethnicity, education, class, and varying stereotypes of who researchers are, what and why they're researching a particular topic, etc., this kind of notion of ""reproducibility"" is really a ridiculous idea that only the most quantitatively stuck (and socially stunted) human geographers would say is possible. It is not the same thing for physical geographers as it is for human geographers, in the same way that notions of what is generalizable do not align neatly and can even conflict.",1,0,,1,0,,1,0,,0,0,,1,0,0,21,Human,Qualitative,"In short, the idea of reproducibility implies that, regardless of the researcher, when research is conducted using the same data, methods, and ideas/research questions, subsequent researchers will arrive at the same results.
As a geographer who largely employs qualitative methods, this notion reflects the grotesque extent to which qualitative researchers are expected to scientize (mimic the scientific vernacular, questions, and processes) in their work in order to acquire funding.
Working abroad with populations who do not share the same native language, where there are certainly different views and practices concerning gender, race/ethnicity, education, class, and varying stereotypes of who researchers are, what and why they're researching a particular topic, etc., this kind of notion of ""reproducibility"" is really a ridiculous idea that only the most quantitatively stuck (and socially stunted) human geographers would say is possible. It is not the same thing for physical geographers as it is for human geographers, in the same way that notions of what is generalizable do not align neatly and can even conflict.",1,0,,1,0,,1,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,1,Standard
22,22,R_2WOMddXLQYsDaPg,Human,Qualitative,"Can results be reproduced?  As a qualitative methodologist, it is not as important as to others.",0,0,,0,0,,0,0,,0,0,,1,0,0,22,Human,Qualitative,"Can results be reproduced?  As a qualitative methodologist, it is not as important as to others.",0,0,,0,0,,0,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,Standard
23,23,R_3O7gkK5FNc96GvU,Nature/society,Qualitative,"A reasonable researcher, with reasonable training in geographic methods, could follow similar steps as those outlined in the methods, accessing similar data sources, and subsequently arrive at similar findings and conclusions.",0,1,,0,1,,0,1,,0,0,,0,0,0,23,Nature/society,Qualitative,"A reasonable researcher, with reasonable training in geographic methods, could follow similar steps as those outlined in the methods, accessing similar data sources, and subsequently arrive at similar findings and conclusions.",0,1,,0,1,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
24,24,R_21aEAxcph9i1K0K,Physical,Mixed Methods,"That other people can arrive at similar (if not identical) results if they apply the same assumptions, methods and techniques.",0,0,,1,0,,1,1,,0,0,,0,0,0,24,Physical,Mixed Methods,"That other people can arrive at similar (if not identical) results if they apply the same assumptions, methods and techniques.",0,0,,1,0,,1,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
25,25,R_2zpdv830UKWqaaA,Human,Quantitative,Making your code and data available and explaining how you got there so that someone could carry out your research.,1,0,,1,0,,0,0,,0,0,,0,0,0,25,Human,Quantitative,Making your code and data available and explaining how you got there so that someone could carry out your research.,1,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
27,27,R_urVNTNoFZjaoNHj,Human,Quantitative,That someone else can reproduce the results of a published study.,0,0,,0,0,,1,0,,0,0,,0,0,"""reproduce results"" I take to mean same results when not otherwise specified.",27,Human,Quantitative,That someone else can reproduce the results of a published study.,0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
28,28,R_1C151ckFQ0fubI0,Physical,Mixed Methods,can others get the same result we did,0,0,,0,0,,1,0,,0,0,,0,0,0,28,Physical,Mixed Methods,can others get the same result we did,0,0,,0,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Standard
30,30,R_3PS6ZwEUGQGVNbe,Human,Quantitative,Others are able to attempt to reproduce my findings in a published journal article give access to data and code.,1,0,,1,0,,1,0,,0,0,,0,0,0,30,Human,Quantitative,Others are able to attempt to reproduce my findings in a published journal article give access to data and code.,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Transparency/Extension
33,33,R_9EMFwGgsXJJ0mxX,Human,Mixed Methods,The ability for others to conduct the same research using my methodology.,0,0,,1,0,,0,0,,0,0,,0,0,0,33,Human,Mixed Methods,The ability for others to conduct the same research using my methodology.,0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
34,34,R_3LdVAlBeil1pPkJ,Physical,Mixed Methods,Reproducibility in my case is the possibility of the replicating and repeating of the proposed approach,0,0,,1,0,,0,0,,0,0,,0,0,0,34,Physical,Mixed Methods,Reproducibility in my case is the possibility of the replicating and repeating of the proposed approach,0,0,,1,0,,0,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
35,35,R_ONFeaY0UxhS5HHj,Methods,Quantitative,Someone else being able to reproduce the findings using the methodology provided,0,0,,1,0,,1,0,,0,0,,0,0,0,35,Methods,Quantitative,Someone else being able to reproduce the findings using the methodology provided,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
38,38,R_1PRX9hoSmJAowNa,Methods,Quantitative,The ability of a research to have its procedures and outcomes reproduced.,0,0,,1,0,,1,0,,0,0,,0,0,0,38,Methods,Quantitative,The ability of a research to have its procedures and outcomes reproduced.,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
39,39,R_3lXqZe3fUBXVpP8,Human,Qualitative,The extent to which the research design can be replicated in different geographical contexts,0,0,,1,0,,0,0,,0,1,,0,0,0,39,Human,Qualitative,The extent to which the research design can be replicated in different geographical contexts,0,0,,1,0,,0,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
41,41,R_3LhkVXgtdkK6IOR,Methods,Quantitative,The research can be repeated with the same condition.,0,0,,1,0,,0,0,,1,0,,0,0,0,41,Methods,Quantitative,The research can be repeated with the same condition.,0,0,,1,0,,0,0,,1,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Standard
42,42,R_5d2qqOiCDldenrr,Human,Mixed Methods,The ability to recreate the same experiment or research given similar contexts and resources.,0,0,,1,0,,0,0,,0,1,,0,0,0,42,Human,Mixed Methods,The ability to recreate the same experiment or research given similar contexts and resources.,0,0,,1,0,,0,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Experiment
45,45,R_3R1pDNGfJNwC5fl,Methods,Mixed Methods,Interpolation,0,0,,0,0,,0,0,,0,0,,0,0,Not sure how to code this,45,Methods,Mixed Methods,Interpolation,0,0,,0,0,,0,0,,0,0,,0,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,Omit
48,48,R_3GdCuIVR9x5HnmR,Methods,Mixed Methods,Reproducibility means being able to create the same outputs using the same data and methods by another researcher. This definition changes slightly depending what science you focus on as it can be altered for more GIS/Data Science researchers as this term is used slightly differently in computer science.,1,0,,1,0,,1,0,,0,0,,0,0,0,48,Methods,Mixed Methods,Reproducibility means being able to create the same outputs using the same data and methods by another researcher. This definition changes slightly depending what science you focus on as it can be altered for more GIS/Data Science researchers as this term is used slightly differently in computer science.,1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
49,49,R_2w7dNdQLcKE3NQq,Physical,Mixed Methods,The experimental results which will be reproduced by others under the same procedure,0,0,,1,0,,1,0,,0,0,,0,0,0,49,Physical,Mixed Methods,The experimental results which will be reproduced by others under the same procedure,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Experiment
52,52,R_3MxnlKS3hC5ET6l,Human,Qualitative,"if some had access to the same research participants/primary sources and were using the same methods, they would come to the same conclusions/analysis",1,0,,1,0,,1,0,,0,0,,0,0,0,52,Human,Qualitative,"if some had access to the same research participants/primary sources and were using the same methods, they would come to the same conclusions/analysis",1,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,1,0,0,Standard
57,57,R_2Wu0UAmsrkxj3nU,Nature/society,Mixed Methods,Whether someone else following the same methodology would reproduce the same results,0,0,,1,0,,1,0,,0,0,,0,0,0,57,Nature/society,Mixed Methods,Whether someone else following the same methodology would reproduce the same results,0,0,,1,0,,1,0,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Standard
58,58,R_shaBb0wRKEJdBex,Human,Mixed Methods,"Being able to reproduce the research in different sectors, geographic units...",0,0,,0,0,,1,0,,0,1,,0,0,0,58,Human,Mixed Methods,"Being able to reproduce the research in different sectors, geographic units...",0,0,,0,0,,1,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1,0,Transparency/Extension
59,59,R_2OTGFtc00n3rxeS,Physical,Mixed Methods,Other people who do the same experiment can get roughly equivalent data,0,0,,1,0,,0,1,,0,0,,0,0,0,59,Physical,Mixed Methods,Other people who do the same experiment can get roughly equivalent data,0,0,,1,0,,0,1,,0,0,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,Experiment
60,60,R_Ti7hnbsMj3uC79D,Physical,Mixed Methods,"that other researchers can not only reproduce our study (and results), but also transfer methods to other study areas, update it with new (spatial) data, or evaluate the accuracy/uncertainty of our results.",0,0,,1,0,,1,0,,0,1,,0,0,0,60,Physical,Mixed Methods,"that other researchers can not only reproduce our study (and results), but also transfer methods to other study areas, update it with new (spatial) data, or evaluate the accuracy/uncertainty of our results.",0,0,,1,0,,1,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
61,61,R_3iyWBlm2gggYEiM,Nature/society,Qualitative,"I have never heard it before in the context of my research. It was never mentioned in any of my PhD training programmes (UK). I assume it means: 'if someone else was to study this topic, would they come to the same conclusions'. In the social sciences, reproducibility is assumed to be difficult to achieve due to each researcher's positionality. Instead, we write our positionalities into our research and don't tend to strive for reproducibility per se, as life scientists would.",0,0,,0,0,,1,0,,0,0,,1,0,0,61,Nature/society,Qualitative,"I have never heard it before in the context of my research. It was never mentioned in any of my PhD training programmes (UK). I assume it means: 'if someone else was to study this topic, would they come to the same conclusions'. In the social sciences, reproducibility is assumed to be difficult to achieve due to each researcher's positionality. Instead, we write our positionalities into our research and don't tend to strive for reproducibility per se, as life scientists would.",0,0,,0,0,,1,0,,0,0,,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,Transparency/Extension
62,62,R_1Krjq9SbtvL0co8,Human,Qualitative,Perhaps it refers to whether a certain methodological approach can be reproduced to answer the same RQ but in a different social/geographical context? I would understand it as a synonym of replicability.,0,0,,1,0,,0,0,,0,1,,0,0,0,62,Human,Qualitative,Perhaps it refers to whether a certain methodological approach can be reproduced to answer the same RQ but in a different social/geographical context? I would understand it as a synonym of replicability.,0,0,,1,0,,0,0,,0,1,,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,1,0,Transparency/Extension
