"","X.x","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","ExternalReference","DistributionChannel","UserLanguage","Q1","Q2","Q3","Q3_5_TEXT","Q4","Q5","Q6","Q7a","Q7a_1","Q7a_2","Q7a_3","Q7b","Q7b_1","Q7c","Q7c_1","Q7c_2","Q7c_3","Q7d","Q7d_1","Q7d_2","Q7e","Q7e_1","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q10","Q11_1","Q11_2","Q11_3","Q12_1","Q12_2","Q12_3","Q12_4","Q12a","Q13_1_1","Q13_2_1","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q14_11","Q14_12","Q15","Q16","Q16_5_TEXT","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17a","Q18","Q19","Q19_9_TEXT","Q20","Q20_5_TEXT","Q21","Q21_7_TEXT","Q22","Q23","hegs_id"
"123",124,"5/26/2022 13:44","5/26/2022 13:56","IP Address","100",664,"TRUE","5/26/2022 13:56","R_3Pucsh39MsIuQ5D",NA,"email","EN","55+ years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","Somewhat","To reproduce the outcomes that other independent researchers has generated and probably published","Somewhat","Rarely","Data analysis,Data visualization or mapping","Rarely","Somewhat","Some of the time","Very little","Rarely","Some of the time","Rarely","Somewhat","Some of the time","Some of the time","Very little","Rarely","","Agree","Strongly disagree","Agree","Disagree","Disagree","Yes","Yes","Yes","No","No","Yes","No","","","","","","","","","","50","70","Occasionally","Frequently","Occasionally","Rarely","Rarely","Rarely","Occasionally","Occasionally","Frequently","Occasionally","Frequently","Occasionally","","Principal investigator of the study","","Somewhat not important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","","16+ people","Full professor/lecturer","","Male",NA,"White","","United Kingdom of Great Britain and Northern Ireland","I would like to be entered into the prize draw",21113
"124",125,"5/26/2022 13:46","5/26/2022 14:04","IP Address","100",1038,"TRUE","5/26/2022 14:04","R_BVfuYTRnE10Qbzr",NA,"email","EN","18-34 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","Somewhat","Reproducibility for my research would involve making measured values public, as well as any datasets, so that others might look at the same data and come to a different conclusion. Re-sampling the sites I worked on would be next to impossible, however, due to permits in a foreign country. ","Very little","Some of the time","Data cleaning or pre-processing,Data analysis","Most of the time","Somewhat","Most of the time","Somewhat","Some of the time","Never","Never","Not at all","","","Not at all","","Disagree","","","","Agree","","Yes","No","Yes","No","No","No","No","","","","","","","","","","40","30","Rarely","Occasionally","Rarely","Frequently","Rarely","Occasionally","Rarely","Rarely","Frequently","Frequently","Occasionally","Rarely","specifically in the context of archaeological research, and in some cases sampling of soils or sediments,                             once the original material runs out it is very difficult to acquire samples from the same locations, or contexts. I think that many people publish datasets of measurements, and describe their laboratory protocols, but it would be difficult for other completely separate researchers to acquire the same samples. ","Principal investigator of the study,Peer-reviewer(s)","","Somewhat not important","Somewhat not important","Somewhat important","Not important","Somewhat important","Somewhat important","Somewhat not important","Not important","Not important","Somewhat important","","","Other (specify)","Researcher (policy)","Female",NA,"White","","Canada","",27522
"125",126,"5/26/2022 13:48","5/26/2022 14:14","IP Address","100",1556,"TRUE","5/26/2022 14:14","R_1exeB5RduG5H4A2",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","samples, data, and methods are curated and described such that another researcher is able to reproduce the results of a study","To a great extent","Some of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Always","To a great extent","Always","To a great extent","Always","Always","Most of the time","Somewhat","Rarely","Rarely","Not at all","","Disagree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Yes","Yes","Yes","Yes","Yes","No","Yes","suspicion that the study had come to wrong conclusion, i.e. was not reproduceable ","","","","Yes, some","No","Yes, some","No","","70","70","Rarely","Occasionally","Frequently","Frequently","Occasionally","Frequently","Rarely","Rarely","Occasionally","Rarely","Occasionally","Never","unwillingness of researchers to include raw data in publications","Principal investigator of the study,Journal editor(s)","","Very important","Very important","Very important","Somewhat important","Very important","Very important","Very important","Very important","Very important","Very important","","16+ people","Research scientist","","Male",NA,"White","","New Zealand","",23663
"126",127,"5/26/2022 14:24","5/26/2022 14:35","IP Address","100",616,"TRUE","5/26/2022 14:35","R_2ctLOm178dUNGpS",NA,"email","EN","35-54 years old","Yes","Nature and society","","Quantitative","To a great extent","Sharing data and code to allow others to reproduce research findings","To a great extent","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Somewhat","Some of the time","To a great extent","Most of the time","Most of the time","Some of the time","Somewhat","Some of the time","Some of the time","Somewhat","Some of the time","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","No","","","","","","","","","","50","50","Rarely","Rarely","Rarely","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","","Principal investigator of the study,Funding agency","","Somewhat important","Somewhat important","Somewhat important","Somewhat not important","Somewhat important","Somewhat not important","Somewhat not important","Somewhat not important","Somewhat important","Very important","","2 - 5 people","Associate professor/lecturer","","Male",NA,"White","","United States of America","I would like to be entered into the prize draw",24718
"127",128,"5/26/2022 14:49","5/26/2022 15:27","IP Address","100",2279,"TRUE","5/26/2022 15:27","R_25vjzTPEr14MsOh",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","To a great extent","Providing sufficient narrative description, computer code, and data for another expert to fully recreate a published analysis.","To a great extent","Always","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Some of the time","Somewhat","Some of the time","To a great extent","Most of the time","Some of the time","Rarely","To a great extent","Some of the time","Most of the time","Somewhat","Never","Disagree","Agree","Agree","Strongly agree","Agree","Strongly disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","I have observed an increase in use of ""off-the-shelf"" modeling algorithms that are applied with default settings and without critical examination of associated statistical assumptions.  To avoid this issue in my own research, I've made effort to be more transparent about my own analytical assumptions.  ","Some","Some","Some","Yes, some","Yes, some","Yes, some","Yes, all","I have been able to submit findings from my reproductions, except in those instances where a conscious decision was made not to due to time constraints or study scope. ","20","30","Rarely","Frequently","Occasionally","Occasionally","Frequently","Occasionally","Frequently","Frequently","Occasionally","Rarely","Frequently","Occasionally","Training specific to reproducibility at the graduate and early career levels. ","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency","","Somewhat important","Somewhat important","Very important","Very important","Somewhat important","Very important","Very important","Somewhat not important","Very important","Somewhat important","Results interpretation.  How a model is structured changes how results should be interpreted.  For example, even if dependent and independent variables are the same, interpretation may be different for an AI/ML method, than for a glm with random effects, than with causal inference, etc.  Specific to geography, a large portion of published research uses spatially explicit and implicit terminology interchangeably making it difficult to know what was actually done without reproducible code and data.","2 - 5 people","Research scientist","","Male",NA,"White","","United States of America","",14299
"128",129,"5/26/2022 14:58","5/26/2022 15:39","IP Address","100",2446,"TRUE","5/26/2022 15:39","R_1mEtMwltGElYSPp",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","In short, I understand reproducibility to be the ability of other researchers to use the same methods on the same data to produce the same results.","To a great extent","Most of the time","Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Somewhat","Some of the time","To a great extent","Most of the time","Most of the time","Most of the time","To a great extent","Most of the time","Most of the time","Very little","Never","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Yes","Yes","","No","Yes","No","Yes","This was largely in the context of ensuring quality within my own lab. I have students with less experience conducting different analyses. Reproducing the analysis myself or by someone else is a way to double-check the results.

It may be noteworthy that in these cases the source data is the same; only the analysis of the data is repeated. The re-collection of samples from the field would be too expensive. This context may be informative to my responses the question following this one.","All","All","All","Yes, all","Yes, all","Yes, all","Did not attempt","That isn't the context of how/why I've reproduced analysis. In my subfield, access to the original data is rare. I have only done reproduction of work within my own lab to double-check findings before submitting for publication.","80","20","Rarely","Rarely","Rarely","Frequently","Occasionally","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Time. There is little value given to reproducing work that has already been done by someone else. Grants won't support that kind of work. I also doubt a journal would publish an article that exactly repeats another article and finds the same results (not novel). These factors make reproducing other's work off the list of priorities with the limited time most university faculty have.","Principal investigator of the study","","Somewhat not important","Somewhat not important","Somewhat not important","Somewhat not important","Not important","Not important","Not important","Somewhat not important","Somewhat important","Somewhat important","","6 - 10 people","Associate professor/lecturer","","Male",NA,"White","","United States of America","I would like to be entered into the prize draw",24935
"129",130,"5/26/2022 16:31","5/26/2022 16:41","IP Address","100",606,"TRUE","5/26/2022 16:41","R_1MNjhhpDV15sPeV",NA,"email","EN","55+ years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","To a great extent","Another researcher could take my data, use my analytical approach and produce the same result.","To a great extent","Some of the time","Data analysis","Some of the time","Somewhat","Some of the time","To a great extent","Always","Some of the time","Always","To a great extent","Some of the time","Rarely","Very little","Never","Disagree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Yes","Yes","No","Yes","Yes","No","No","","","","","","","","","","75","75","Rarely","Frequently","Occasionally","Frequently","Occasionally","Frequently","Occasionally","Frequently","Frequently","Frequently","Frequently","Occasionally","","Principal investigator of the study","","Somewhat important","Very important","Very important","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","","6 - 10 people","Associate professor/lecturer","","Female",NA,"White","","Australia","",20573
"130",131,"5/17/2022 17:28","5/26/2022 17:51","IP Address","100",779004,"TRUE","5/26/2022 17:51","R_w4uCS9aOsTiIlX3",NA,"email","EN","35-54 years old","Yes","Human geography","","Mixed Methods","Somewhat","To my understanding, reproducibility is a way in which a method, tool, and concept that one has originally produced in his/her research work can be reproduced in other research activities.  For example, OSMnx is a simple python code tool that has been developed by Prof. Geoff Boeing. The tool is used by other researchers to extract road networks from OSM. The road networks that are extracted using this tool can also be reproduced in many ways in ArcGIS.","Somewhat","Most of the time","Obtaining or collecting data","Some of the time","Very little","Some of the time","Very little","Some of the time","Rarely","Rarely","Very little","Rarely","Rarely","Very little","Rarely","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Yes","Yes","Yes","No","No","No","Yes","Some data and methods are important to other researchers. It may be helpful if every researcher shares that own data or methods publicly.","Some","Some","None","Yes, some","Yes, some","No","Yes, some","",">50%",">50%","Frequently","Occasionally","Occasionally","Frequently","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Frequently","Occasionally","","Principal investigator of the study","","Very important","Very important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Very important","Somewhat important","","2 - 5 people","Research scientist","","Male",NA,"Asian","","Cambodia","I would like to be entered into the prize draw",6020
"131",132,"5/26/2022 19:13","5/26/2022 19:25","IP Address","100",736,"TRUE","5/26/2022 19:25","R_2rBgMLoLqXtsJDe",NA,"email","EN","18-34 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","Somewhat","Designing methods in such a way that another researcher of equal skill could replicate results and achieve similar results. ","Somewhat","Some of the time","Obtaining or collecting data","Some of the time","Very little","Rarely","Somewhat","Rarely","Rarely","Most of the time","Very little","Never","","To a great extent","Always","Agree","Agree","Disagree","Agree","Agree","Agree","Yes","Yes","No","No","No","Yes","No","","","","","","","","","","80","65","Occasionally","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Rarely","Occasionally","Frequently","Occasionally","Occasionally","Frequently","Case study research involving human subjects perceptions. ","Principal investigator of the study,Peer-reviewer(s)","","Very important","Very important","Very important","Very important","Very important","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","","2 - 5 people","Assistant professor/lecturer","","Male",NA,"Prefer not to say","","United States of America","I would like to be entered into the prize draw",21157
"132",133,"5/26/2022 20:54","5/26/2022 21:14","IP Address","100",1202,"TRUE","5/26/2022 21:14","R_3g6pPPDUIAGbpyO",NA,"email","EN","35-54 years old","Yes","Other (specify)","Remote sensing","Mixed Methods","To a great extent","The ability of performing the developed/proposed method and achieving the same results as the ones presented in a paper - report. This can be achieved by offering your code as open source or with a detailed description of the methodology, techniques and settings selected during the experiments. ","To a great extent","Always","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Always","To a great extent","Always","To a great extent","Most of the time","Always","Most of the time","To a great extent","Always","Always","Somewhat","Rarely","Agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Help other researchers test my proposed methods. ","Some","Some","Some","Yes, some","Yes, some","Yes, some","Yes, all","I have no reason to not submit all of the findings. ","50","50","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Rarely","Occasionally","Occasionally","Occasionally","","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","16+ people","Research scientist","","Female",NA,"White","","Greece","I would like to be entered into the prize draw",14305
"133",134,"5/26/2022 23:24","5/26/2022 23:38","IP Address","100",831,"TRUE","5/26/2022 23:38","R_pFdMlFXTZMAGRNv",NA,"email","EN","35-54 years old","Yes","Geographic methods, GIS, spatial statistics","","Quantitative","Very little","Possibility to recreate the analysis using original data","To a great extent","Some of the time","Data analysis,Data visualization or mapping","Some of the time","Somewhat","Rarely","Somewhat","Rarely","Never","Never","Somewhat","Never","","Not at all","","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Yes","Yes","Yes","No","No","Yes","No","","","","","","","","","","20","60","Rarely","Frequently","Frequently","Frequently","Occasionally","Frequently","Rarely","Rarely","Occasionally","Occasionally","Occasionally","Rarely","","Principal investigator of the study","","Very important","Very important","Very important","Somewhat important","Very important","Very important","Very important","Somewhat not important","Very important","Somewhat important","","6 - 10 people","Associate professor/lecturer","","Male",NA,"White","","Poland","",23998
"134",135,"5/26/2022 23:53","5/27/2022 0:37","IP Address","100",2632,"TRUE","5/27/2022 0:37","R_eKEuf2T2cIDdjvH",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","Data that can be obtained again and it produces the same results.","Somewhat","Never","","","Somewhat","Some of the time","Very little","Some of the time","Rarely","Never","Not at all","","","Not at all","","Agree","Agree","Disagree","Agree","Strongly agree","Disagree","Yes","No","No","Yes","Yes","No","No","","","","","","","","","","","","Never","Never","Frequently","Occasionally","Rarely","Rarely","Never","Never","Frequently","Frequently","Rarely","Occasionally","Differences in how individual researchers identify certain phytolith morphotypes can result in variations in data to some extent. Depending on the extent of experience of the researcher some morphotypes many be missed or misidentified.","Principal investigator of the study,Peer-reviewer(s)","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","6 - 10 people","Post-doctoral fellow","","Female",NA,"Other","African","South Africa","",25849
"135",136,"5/26/2022 23:30","5/27/2022 0:57","IP Address","100",5250,"TRUE","5/27/2022 0:57","R_2VDEmQJYuzV9xbB",NA,"email","EN","18-34 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","Somewhat","That research can be done again to gain similar results","To a great extent","Most of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Most of the time","Somewhat","Most of the time","To a great extent","Most of the time","Always","Always","To a great extent","Most of the time","Some of the time","Somewhat","Rarely","Agree","Disagree","Agree","Agree","Strongly agree","Disagree","Yes","Yes","No","Yes","Yes","No","Yes","Wanted to double check my own results","Some","All","None","Yes, all","Yes, all","Yes, all","Yes, all","","60","85","Never","Occasionally","Occasionally","Frequently","Frequently","Frequently","Occasionally","Rarely","Occasionally","Frequently","Occasionally","Rarely","","Principal investigator of the study","","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","More open publishing ","6 - 10 people","Graduate student (PhD, masters)","","Female",NA,"White","","Finland","",10966
"136",137,"5/27/2022 1:16","5/27/2022 1:25","IP Address","100",579,"TRUE","5/27/2022 1:25","R_25AVy1GWOOCIpnH",NA,"email","EN","35-54 years old","Yes","Human geography","","Quantitative","Somewhat","The results obtained by statistical analysis of data should be achieved again when the study is replicated","Very little","Never","","","Somewhat","Some of the time","Very little","Rarely","Never","Never","Not at all","","","Not at all","","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Strongly disagree","Yes","No","Yes","No","No","No","Yes","","All","None","None","Yes, some","Did not attempt","Yes, some","Yes, some","","80","80","Rarely","Frequently","Frequently","Frequently","Occasionally","Rarely","Occasionally","Occasionally","Frequently","Frequently","Frequently","Occasionally","","Principal investigator of the study","","Somewhat important","Somewhat important","Very important","Very important","Very important","Very important","Somewhat important","Somewhat not important","Somewhat important","Very important","","2 - 5 people","Research scientist","","Male",NA,"White","","Czech Republic","I would like to be entered into the prize draw",1941
"137",138,"5/27/2022 1:27","5/27/2022 1:42","IP Address","100",867,"TRUE","5/27/2022 1:42","R_3j2HmAKzBB8fxU4",NA,"email","EN","18-34 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","Very little","","To a great extent","Some of the time","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Some of the time","To a great extent","Some of the time","To a great extent","Most of the time","Rarely","Never","Not at all","","","Not at all","","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Yes","Yes","Yes","Yes","No","Yes","Yes","","Some","All","None","Yes, some","Yes, some","Did not attempt","No","","50","90","Rarely","Occasionally","Rarely","Frequently","Frequently","Frequently","Occasionally","Frequently","Rarely","Rarely","Rarely","Rarely","","Principal investigator of the study,Peer-reviewer(s)","","Somewhat important","Somewhat important","Very important","Somewhat important","Not important","Not important","Somewhat not important","Somewhat not important","Somewhat important","Somewhat not important","","6 - 10 people","Research scientist","","Male",NA,"White","","Slovakia","I would like to be entered into the prize draw",3619
"138",139,"5/27/2022 0:49","5/27/2022 1:44","IP Address","100",3331,"TRUE","5/27/2022 1:44","R_2V7w8SGACVoV66E",NA,"email","EN","18-34 years old","Yes","Human geography","","Mixed Methods","To a great extent","Others should be able to reproduce/ duplicate a study given they have access to the same data.","Not at all","","","","Not at all","","Somewhat","Rarely","Never","Never","Very little","Rarely","Never","Not at all","","","","Strongly disagree","","Agree","","No","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","Occasionally","Occasionally","Methodology often described briefly and not detailed enough","Principal investigator of the study,Journal editor(s)","","Somewhat important","Somewhat important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","Somewhat important","Somewhat not important","Somewhat important","Somewhat important","","16+ people","Graduate student (PhD, masters)","","Female",NA,"White","","Netherlands","",24444
"139",140,"5/27/2022 1:43","5/27/2022 1:51","IP Address","100",437,"TRUE","5/27/2022 1:51","R_CkLdmpiBgItyBK9",NA,"email","EN","55+ years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","Data that other researchers could collect, or an interpretation of a data set that other researchers may also find.","To a great extent","Some of the time","Data analysis","Some of the time","Somewhat","Never","To a great extent","Most of the time","Most of the time","Rarely","Somewhat","Some of the time","Some of the time","To a great extent","Rarely","Disagree","Agree","Disagree","Strongly agree","Agree","Disagree","Yes","No","No","Yes","No","No","Yes","In order to understand the described method/technique more fully","Some","Some","Some","Yes, some","No","No","Did not attempt","","80","80","Never","Never","Never","Occasionally","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Frequently","Frequently","Rarely","none","Principal investigator of the study","","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","none","2 - 5 people","Full professor/lecturer","","Female",NA,"White","","United Kingdom of Great Britain and Northern Ireland","",1957
"140",141,"5/27/2022 1:40","5/27/2022 1:52","IP Address","100",728,"TRUE","5/27/2022 1:52","R_eEi9QbInQKTRI9r",NA,"email","EN","35-54 years old","Yes","Human geography","","Qualitative","Somewhat","As a qualitative researcher doing in-depth case study research, my studies can not be perfectly reproduced. But reproducibility sits in the openness about methods and data collection practices, as well as critical reflection about strengths and weaknesses of my research. When we write about those things in the methods section in our papers and theses, their reproducibility is increased. ","Somewhat","Rarely","Obtaining or collecting data","Rarely","Very little","Rarely","Somewhat","Rarely","Rarely","Never","Not at all","","","Not at all","","Disagree","","Agree","Disagree","Disagree","Agree","Yes","Yes","Yes","Yes","No","Yes","No","","","","","","","","","","","","Rarely","Occasionally","Occasionally","Occasionally","Frequently","Rarely","Rarely","Rarely","Rarely","Occasionally","Occasionally","Frequently","","Principal investigator of the study","","Somewhat not important","Somewhat not important","Somewhat not important","Somewhat not important","","Somewhat not important","Not important","Somewhat important","Somewhat important","Somewhat important","","6 - 10 people","Full professor/lecturer","","Male",NA,"White","","Norway","",24775
"141",142,"5/27/2022 1:50","5/27/2022 1:54","IP Address","100",223,"TRUE","5/27/2022 1:54","R_1BQtllcBfI8pkuY",NA,"email","EN","35-54 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","Not at all","","To a great extent","Always","Data visualization or mapping","Always","Very little","Never","To a great extent","Rarely","Rarely","Rarely","Not at all","","","Not at all","","","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","","","No","No","","","","","","","","","","","","","0","100","Frequently","Occasionally","Occasionally","Occasionally","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","","Principal investigator of the study","","Not important","Very important","Very important","Very important","Very important","Very important","Somewhat important","Somewhat important","Very important","Very important","","2 - 5 people","Associate professor/lecturer","","Male",NA,"Asian","","","",20834
"142",143,"5/27/2022 2:00","5/27/2022 2:20","IP Address","100",1153,"TRUE","5/27/2022 2:20","R_2pRxlzkona0H5gQ",NA,"email","EN","35-54 years old","Yes","Other (specify)","Transport geography","Quantitative","To a great extent","The other researchers should be able to reproduce the results ...and that methodology should be described to support this option. 
Another aspect is whether my results reproduce the results of others. I see this as an important part of commentary and discussion of findings.","Somewhat","Rarely","Data analysis,Data visualization or mapping","Some of the time","Very little","Rarely","Very little","Rarely","Never","Rarely","Not at all","","","Not at all","","Disagree","Disagree","Agree","Agree","Agree","","Yes","No","Yes","No","No","","No","","","","","","","","","","80","80","Rarely","Occasionally","Occasionally","Frequently","Frequently","Frequently","Occasionally","Rarely","Frequently","Occasionally","Frequently","Occasionally","","Principal investigator of the study,Peer-reviewer(s)","","Very important","Somewhat important","Somewhat important","Somewhat important","Somewhat not important","Somewhat not important","Somewhat not important","Somewhat not important","Somewhat important","Very important","In my field validation and meta-analysis becomes critical when research results are applied in fore instance transport modelling. What is the right level for an elasticity? Its critical for the application and difficult to answer based on research results.","6 - 10 people","Other (specify)","Senior Consultant and external lecturer","Male",NA,"White","","Denmark","",20418
"143",144,"5/27/2022 2:09","5/27/2022 2:21","IP Address","100",690,"TRUE","5/27/2022 2:21","R_1QavRXigWy5kyuF",NA,"email","EN","35-54 years old","Yes","Other (specify)","Biogeography","Quantitative","To a great extent","A reproducible analysis is one where a researcher from outside the research group that performed the analysis can collect the same data and follow the same methods and get the same (or at least not significantly different) results. Basically, ""can I read a journal article and get the same results as the authors without a whole lot of additional investigation?""","To a great extent","Always","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Always","To a great extent","Always","To a great extent","Always","Some of the time","Rarely","To a great extent","Always","Always","Not at all","","Disagree","Agree","Agree","Disagree","Agree","Strongly disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","I had a study that I had walked away from and wanted to pick back up to publish.","All","None","None","Yes, all","Yes, all","Yes, some","Yes, all","","50","70","Rarely","Occasionally","Occasionally","Occasionally","Frequently","Occasionally","Rarely","Occasionally","Rarely","Occasionally","Frequently","Rarely","Lack of emphasis placed on reproducibility in the peer review process, which is fair because checking how reproducible a study is as a peer reviewer is incredibly time-consuming and it's already volunteer work that has little direct benefit.","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency","","Somewhat not important","Somewhat important","Very important","Somewhat not important","Somewhat important","Very important","Very important","Very important","Very important","Somewhat important","","16+ people","Post-doctoral fellow","","Female",NA,"White","","Denmark","I would like to be entered into the prize draw",10784
"144",145,"5/27/2022 2:23","5/27/2022 2:38","IP Address","100",926,"TRUE","5/27/2022 2:38","R_3dS4o2NmRNwOAtq",NA,"email","EN","18-34 years old","Yes","Physical geography, earth and environmental sciences","","Quantitative","To a great extent","For someone to be able to recreate my work based on the information I provide in the methods.","Somewhat","Always","Obtaining or collecting data,Data analysis,Data visualization or mapping","Most of the time","To a great extent","Always","Somewhat","Most of the time","Always","Rarely","Somewhat","Some of the time","Never","Not at all","","Disagree","Agree","Disagree","Strongly agree","Agree","Strongly disagree","Yes","Yes","Yes","Yes","Yes","No","No","","","","","","","","","","60","75","Rarely","Frequently","Occasionally","Frequently","Frequently","Occasionally","Frequently","Frequently","Frequently","Occasionally","Frequently","Occasionally","","Principal investigator of the study","","Somewhat important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","","2 - 5 people","Assistant professor/lecturer","","Female",NA,"White","","United Kingdom of Great Britain and Northern Ireland","I would like to be entered into the prize draw",12245
"145",146,"5/27/2022 3:23","5/27/2022 3:29","IP Address","100",365,"TRUE","5/27/2022 3:29","R_rdQoVEQcuMUB7eF",NA,"email","EN","35-54 years old","No","","","Quantitative","To a great extent","","Somewhat","Rarely","Data analysis","Rarely","Somewhat","Rarely","Somewhat","Never","","Never","Very little","Never","","Not at all","","Disagree","Agree","Disagree","Agree","Agree","Disagree","No","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","Principal investigator of the study","","","","","","","","","","","","","2 - 5 people","Associate professor/lecturer","","Female",NA,"White","","Portugal","",7045
"146",147,"5/17/2022 20:43","5/27/2022 6:53","IP Address","100",814172,"TRUE","5/27/2022 6:53","R_pLw2QBTZugAlhQd",NA,"email","EN","18-34 years old","Yes","Geographic methods, GIS, spatial statistics","","Mixed Methods","To a great extent","","To a great extent","Always","Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping","Some of the time","Somewhat","Some of the time","Somewhat","Some of the time","Some of the time","Some of the time","Somewhat","Most of the time","Some of the time","Somewhat","Some of the time","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Some","Some","","Yes, some","No","No","Yes, some","","50","GIS","Occasionally","Rarely","Rarely","Occasionally","Occasionally","Rarely","Occasionally","Occasionally","Occasionally","Rarely","Occasionally","Occasionally","","Principal investigator of the study","","Very important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat important","","16+ people","Full professor/lecturer","","Male",NA,"Asian","","China","",10045
"147",148,"5/27/2022 6:54","5/27/2022 6:59","IP Address","100",267,"TRUE","5/27/2022 6:59","R_2qqiB0VWO9IvqRI",NA,"email","EN","55+ years old","No","","","","Very little","It is an experimental standard.
","","Never","","","Not at all","","Somewhat","Always","Always","Always","Not at all","","","Not at all","","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Yes","No","No","No","No","No","No","","","","","","","","","","100","100","Rarely","Occasionally","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","","Principal investigator of the study","","Very important","Very important","Very important","Somewhat not important","Very important","Very important","Very important","Very important","Very important","Very important","","1 person","Full professor/lecturer","","Male",NA,"White","","United States of America","",18340
