,...1.x,ResponseId,Q3_recoded.x,Q4.x,Q6.x,data_same.x,data_similar.x,data,procedure_same.x,procedure_similar.x,procedure,results_same.x,results_similar.x,results,context_same.x,context_similar.x,context,rp_rejection.x,Missing.x,Notes.x,...1.y,Q3_recoded.y,Q4.y,Q6.y,data_same.y,data_similar.y,data,procedure_same.y,procedure_similar.y,procedure,results_same.y,results_similar.y,results,context_same.y,context_similar.y,context,rp_rejection.y,Missing.y,Notes.y,diff_data_same,diff_data_sim,diff_pro_same,diff_pro_sim,diff_res_same,diff_res_sim,diff_con_same,diff_con_sim,diff_rp_rej,diff_miss,diff_any,count_diff,diff_data_agg,diff_pro_agg,diff_res_agg,diff_con_agg,diff_tot_agg,dat_rec,pro_rec,res_rec,con_rec,Rejection,label
80,75,R_31F1g0sdc503RVb,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
81,81,R_1mls6ZhBSrnfCjU,Physical,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
82,82,R_XoI1Y5bnJNcfYvD,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
83,99,R_1LecSobzy2IQZh7,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
84,106,R_3oXZSNVvIjipCg1,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
85,110,R_1mwxgdEgORUjvpa,Methods,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
87,136,R_3j2HmAKzBB8fxU4,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
88,140,R_1BQtllcBfI8pkuY,Physical,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
89,144,R_rdQoVEQcuMUB7eF,NA,Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
90,145,R_pLw2QBTZugAlhQd,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
91,146,R_2qqiB0VWO9IvqRI,NA,NA,"It is an experimental standard.
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,not a definition,146,NA,NA,"It is an experimental standard.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
92,154,R_3g7rBbQM9Vgi1lX,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
93,168,R_2wntzztlF0YLgMd,Nature/society,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
95,185,R_22yVi8Nga67JXDy,Human,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
96,187,R_1flQYKFTsSIMnWO,Physical,Mixed Methods,Reproducibility is very important for our research.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,Physical,Mixed Methods,Reproducibility is very important for our research.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,???,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
97,191,R_1jO4czjji8JP9pf,Human,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
99,217,R_12JWLXvtUuGpYyo,Methods,Mixed Methods,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,
