,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21,Q21_7_TEXT,Q22,Q23
112,5/20/2022 2:31,5/20/2022 2:37,IP Address,100,380,TRUE,5/20/2022 2:37,R_1mwxgdEgORUjvpa,,45.7718,8.5786,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Somewhat,,To a great extent,Some of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Rarely,Very little,Never,Somewhat,Rarely,Never,Never,Very little,Some of the time,Never,Not at all,,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,20,50,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,,"Journal editor(s),Funding agency",,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,2 - 5 people,Research scientist,,Female,,White,,Italy,I would like to be entered into the prize draw
113,5/20/2022 6:02,5/20/2022 6:21,IP Address,100,1152,TRUE,5/20/2022 6:21,R_T136R4u4f2HARLX,,50.9217,6.9951,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,"To publish data and software which led to the research results related to a published study/article. If the results are also data (GIS models/maps, simulation/modelling results) they should also be published",To a great extent,Most of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,Somewhat,Some of the time,To a great extent,Always,Always,Most of the time,To a great extent,Most of the time,Most of the time,Very little,Rarely,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,50,70,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Rarely,proprietary data formats or dependence on proprietary software,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s)",,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Very important,Somewhat important,"I do not have exact statistics/data about this, but I think reproducible research is more often cited? (this is basically a guess from my side)",6 - 10 people,Research scientist,,Male,,White,,Germany,
114,5/20/2022 7:47,5/20/2022 8:22,IP Address,100,2091,TRUE,5/20/2022 8:22,R_qInL61MWeeieD61,,40.1016,-88.2822,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,"My understanding is that the quantitative data my colleagues and I collect will be identical, or nearly so, to the data collected from the same site or similar sites by other researchers. Of course, the interpretation of those data will be subject to biases inherently present in each researcher.",Somewhat,Some of the time,Data visualization or mapping,Some of the time,Not at all,,To a great extent,Always,Never,Most of the time,Not at all,,,Not at all,,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,10,50,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Rarely,Rarely,Occasionally,Rarely,Frequently,Occasionally,Selective and subjective removal of data from a database based on personal biases that suggest that the apparently anomalous data are erroneous. ,"Principal investigator of the study,Funding agency,Other (specify)",co-investigators,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,2 - 5 people,Research scientist,,Male,,White,,United States of America,
115,5/20/2022 11:52,5/20/2022 12:04,IP Address,100,750,TRUE,5/20/2022 12:04,R_3fpiI4D8bZ8O4oq,,-33.4513,-70.6653,email,EN,35-54 years old,Yes,Other (specify),Urban geography,Mixed Methods,Very little,I prefer using replicability. It means validate research results with a high degree of reliability if the analysis is replicated,To a great extent,Some of the time,"Data analysis,Data visualization or mapping",Some of the time,Not at all,,Somewhat,Rarely,Always,Rarely,Somewhat,Never,,Very little,Never,Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,50,50,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Some urban geographical data is extremely hard to find (e.g. urban market values) ,"Principal investigator of the study,Journal editor(s),Funding agency",,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,6 - 10 people,Associate professor/lecturer,,Male,,Hispanic,,Chile,I would like to be entered into the prize draw
116,5/22/2022 2:37,5/22/2022 2:52,IP Address,100,883,TRUE,5/22/2022 2:52,R_10rzTBB9mklhnar,,50.8344,4.368,email,EN,35-54 years old,No,Other (specify),Geospatial Information Science,Mixed Methods,To a great extent,"Describing the methods used and provide access to input data and possible software so that the work can be replicated to the best possible extent (when possible coming to the same results). Where applicable, any third person should be able to reproduce relevant diagrams, tables, maps etc. from the provided materials.  ",To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,Somewhat,Some of the time,To a great extent,Always,Always,Most of the time,To a great extent,Always,Always,To a great extent,Some of the time,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Doubt in the results/interpretations,Some,Some,Some,"Yes, some","Yes, some","Yes, some",Did not attempt,,20,50,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,"Understanding of the issue. Reproducibility does not always mean the ability to obtain the exact results of the prime researcher/team, but to replicate the research (e.g. if including interviews) and come to similar conclusions.",Principal investigator of the study,,Somewhat important,Very important,Somewhat important,Very important,Somewhat not important,Somewhat important,Somewhat not important,Somewhat important,Very important,Somewhat important,,11 - 15 people,Research scientist,,Male,,White,,,
117,5/22/2022 7:13,5/22/2022 7:25,IP Address,100,691,TRUE,5/22/2022 7:25,R_3me5aCWhLQD0aKX,,50.1202,14.4976,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,"The degree of openness and technical documentation allowing any other research with an appropriate skillset to use our methods, data, and computing environment to recreate the presented results. ",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,To a great extent,Always,To a great extent,Most of the time,Most of the time,Some of the time,To a great extent,Always,Always,Not at all,,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Verification of a new model on the same data involved reproduction of the original analysis.,All,None,None,"Yes, some","Yes, all","Yes, all",Did not attempt,Haven't tried.,15,30,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Occasionally,Occasionally,,"Principal investigator of the study,Journal editor(s),Funding agency",,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,,16+ people,Post-doctoral fellow,,Male,,White,,Czech Republic,
118,5/19/2022 0:06,5/22/2022 20:01,IP Address,100,330889,TRUE,5/22/2022 20:01,R_7Osv8YXMNHxJFdL,,-37.8159,144.9669,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,The ability to re-generate exactly the results published based on the data and code provided by the authors.,To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,To a great extent,Always,To a great extent,Most of the time,Most of the time,Never,To a great extent,Most of the time,Most of the time,Somewhat,Never,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Wanting to understand re-use tools/code of others, not so much interest in the actual results applicable for a given geographical area/dataset ( as I am a methodologist)",Some,Some,Some,"Yes, some","Yes, some","Yes, some",Did not attempt,,0.1,0.11,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,"Low levels of computational literacy, a lot of manual GIS workflows are irreproducible.",Principal investigator of the study,,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Somewhat not important,,11 - 15 people,Associate professor/lecturer,,Male,,White,,Australia,I would like to be entered into the prize draw
119,5/23/2022 6:51,5/23/2022 7:00,IP Address,100,520,TRUE,5/23/2022 7:00,R_24i0A0k3ZKHmflz,,52.2484,21.0026,email,EN,35-54 years old,Yes,Other (specify),economic geography,Quantitative,Somewhat,It is possible to reproduce the results with the same data,Somewhat,Some of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Rarely,Somewhat,Rarely,Somewhat,Rarely,Rarely,Rarely,Very little,Rarely,Never,Not at all,,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Yes,No,No,,No,No,No,,,,,,,,,,50,50,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,Principal investigator of the study,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,,6 - 10 people,Associate professor/lecturer,,Male,,White,,Poland,
120,5/23/2022 10:55,5/23/2022 11:11,IP Address,100,968,TRUE,5/23/2022 11:11,R_AHX6WT4bPNoRptv,,35.3071,-93.0676,email,EN,18-34 years old,Yes,Human geography,,Qualitative,To a great extent,"Working from a qualitative paradigm, research standards should be rigorous and transparent but qualitative research isn't necessarily reproducible - especially for ethnography, which is my preferred methodological approach. But outside of qualitative work I understand ""reproducibility"" to mean that statistical/data/empicial evidence should be able to be examined and analysis conducted by other researchers should be able to replicate the steps that the original researcher took to achieve their results. ",Somewhat,Rarely,"Data cleaning or pre-processing,Data visualization or mapping",Rarely,To a great extent,Always,Very little,Never,,Never,Very little,Rarely,Never,Not at all,,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,No,No,No,No,No,No,No,,,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,epistemological frames,Principal investigator of the study,,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,,1 person,Assistant professor/lecturer,,Female,,White,,United States of America,I would like to be entered into the prize draw
121,5/23/2022 11:25,5/23/2022 11:36,IP Address,100,683,TRUE,5/23/2022 11:36,R_eyUhlpv9KYcyOeB,,40.4324,-79.9247,email,EN,35-54 years old,Unsure,Nature and society,,Mixed Methods,To a great extent,Another scholar with access to the same data would produce results that are not different from mine in a statistically significant way.,To a great extent,Some of the time,Data analysis,Rarely,To a great extent,Always,To a great extent,Some of the time,Some of the time,Never,Not at all,,,Not at all,,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Yes,No,Yes,Yes,No,Yes,No,,,,,,,,,,50,50,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Rarely,Frequently,Occasionally,Occasionally,Frequently,"Some research has a major ethnographic component, which is never reproducible.","Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Post-doctoral fellow,,Female,,White,,United States of America,I would like to be entered into the prize draw
122,5/23/2022 17:38,5/23/2022 17:59,IP Address,100,1275,TRUE,5/23/2022 17:59,R_3Ecz7SpdhM7C3Ub,,-33.4513,-70.6653,email,EN,55+ years old,Yes,Other (specify),"City Planning, Sustainability transformations",Mixed Methods,To a great extent,"Based on principles developed by Argyris and Schon and more recently and fully within different branches of Action Research, our research blends both traditional surveys, reflective workshops and other participatory methods, with the development of programs, such as ""Kool Routes to School"", which we then test and co-create with partners in schools, neighbourhoods, cities and regions. By reproducibility we do not claim universality, that is, that repeating the same experiment will produce the same results everywhere, but rather that some methods and /or results can be of interest to and useful for researchers and practitioners exploring similar issues in similar or even very different contexts. ",Somewhat,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data visualization or mapping",Some of the time,Somewhat,Most of the time,To a great extent,Some of the time,Most of the time,Some of the time,Somewhat,Rarely,Never,Somewhat,Rarely,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes,No,No,No,Yes,Yes,"Reproduction in different conditions and contexts helps to contrast and compare what works most of the time, some of the time, never. When a program such as our gender-sensitive, arts-aware Kool Routes to Schools works in very different schools, in different locations, during normal times, at home during the pandemic, and in public squares and quarantines eased, we could see what elements were important to reinforce. The Arts component became much more central to the program's resilience and to understanding and influencing participants' imaginaries regarding transportation and neighborhood life. In a sense we were ""reproducing"", with important adaptations, Safe Routes to School programs from the Global North (UK, US, Canada). We found very important modifications were central for them to work in the Global South (Chile).",Some,Some,Some,"Yes, some","Yes, some","Yes, some","Yes, all","We are very rigorous in presenting methods in scientific articles, but because we are using mostly qualitative data, which requires sensitive insightful handling by knowledgeable and skilled researchers, we do not publish detailed data, such as transcripts, particularly since participants often seek acknowledgement, rather than anonymity, because they trust us and want recognition of their contribution to the knowledge produced. We know we have developed the guidelines to respect this trust and intentions, but would require further consent to hand data forward to other researchers who are not known to participants.",80,60,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,"This is very relative -- if researchers adapt an instrument to their reality, has reproducibility been well served or undermine? I don't think anything we produce is absolutely true in all conditions. Everything is based on assumptions that reflect specific places and contexts. Speaking as someone from the Global South it is very troubling how often the Global North is taken as the norm and standard, when so many conditions are so different from our realities. We are ""othered"" and have to conform in ways that researchers from the Global North often do not. There is an assumption of universality for the latter, and exceptionality for our work.",Other (specify),"All of the above, especially the PI, but also researchers who attempt to reproduce. They must adapt models, methods and other elements for research to be reproducible in diverse contexts. This is paradoxical but mostly true.",Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,16+ people,Associate professor/lecturer,,Female,,White,,Chile,
123,5/25/2022 12:05,5/25/2022 12:17,IP Address,100,764,TRUE,5/25/2022 12:17,R_3G7GPEXtZFPEHKK,,29.5933,-90.7596,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,To a great extent,"Experimental reproducibility = can the experiment be reproduced in general with reported settings.
Instrumental reproducibility = will the instrument give the same results on the same sample or a replicate sample set with analytical replicates.
Biological/chemical reproducibility = will sample replication produce the same results?
Reproducibility/replication = speaks to standard, analytical, or biological error",To a great extent,Always,Obtaining or collecting data,Always,To a great extent,Always,To a great extent,Always,Some of the time,Most of the time,To a great extent,Always,Most of the time,Very little,Rarely,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,All,Some,None,No,No,No,"Yes, all",,50,40,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,,Principal investigator of the study,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,2 - 5 people,Associate professor/lecturer,,Female,,White,,United States of America,I would like to be entered into the prize draw
124,5/26/2022 13:44,5/26/2022 13:56,IP Address,100,664,TRUE,5/26/2022 13:56,R_3Pucsh39MsIuQ5D,,51.4964,-0.1224,email,EN,55+ years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,Somewhat,To reproduce the outcomes that other independent researchers has generated and probably published,Somewhat,Rarely,"Data analysis,Data visualization or mapping",Rarely,Somewhat,Some of the time,Very little,Rarely,Some of the time,Rarely,Somewhat,Some of the time,Some of the time,Very little,Rarely,,Agree,Strongly disagree,Agree,Disagree,Disagree,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,50,70,Occasionally,Frequently,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,,Principal investigator of the study,,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,16+ people,Full professor/lecturer,,Male,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
125,5/26/2022 13:46,5/26/2022 14:04,IP Address,100,1038,TRUE,5/26/2022 14:04,R_BVfuYTRnE10Qbzr,,45.4153,-75.6894,email,EN,18-34 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,Somewhat,"Reproducibility for my research would involve making measured values public, as well as any datasets, so that others might look at the same data and come to a different conclusion. Re-sampling the sites I worked on would be next to impossible, however, due to permits in a foreign country. ",Very little,Some of the time,"Data cleaning or pre-processing,Data analysis",Most of the time,Somewhat,Most of the time,Somewhat,Some of the time,Never,Never,Not at all,,,Not at all,,Disagree,,,,Agree,,Yes,No,Yes,No,No,No,No,,,,,,,,,,40,30,Rarely,Occasionally,Rarely,Frequently,Rarely,Occasionally,Rarely,Rarely,Frequently,Frequently,Occasionally,Rarely,"specifically in the context of archaeological research, and in some cases sampling of soils or sediments,                             once the original material runs out it is very difficult to acquire samples from the same locations, or contexts. I think that many people publish datasets of measurements, and describe their laboratory protocols, but it would be difficult for other completely separate researchers to acquire the same samples. ","Principal investigator of the study,Peer-reviewer(s)",,Somewhat not important,Somewhat not important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat not important,Not important,Not important,Somewhat important,,,Other (specify),Researcher (policy),Female,,White,,Canada,
126,5/26/2022 13:48,5/26/2022 14:14,IP Address,100,1556,TRUE,5/26/2022 14:14,R_1exeB5RduG5H4A2,,-36.8506,174.7679,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,"samples, data, and methods are curated and described such that another researcher is able to reproduce the results of a study",To a great extent,Some of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,To a great extent,Always,To a great extent,Always,Always,Most of the time,Somewhat,Rarely,Rarely,Not at all,,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,"suspicion that the study had come to wrong conclusion, i.e. was not reproduceable ",,,,"Yes, some",No,"Yes, some",No,,70,70,Rarely,Occasionally,Frequently,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Rarely,Occasionally,Never,unwillingness of researchers to include raw data in publications,"Principal investigator of the study,Journal editor(s)",,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,,16+ people,Research scientist,,Male,,White,,New Zealand,
127,5/26/2022 14:24,5/26/2022 14:35,IP Address,100,616,TRUE,5/26/2022 14:35,R_2ctLOm178dUNGpS,,41.7468,-111.8268,email,EN,35-54 years old,Yes,Nature and society,,Quantitative,To a great extent,Sharing data and code to allow others to reproduce research findings,To a great extent,Most of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Somewhat,Some of the time,To a great extent,Most of the time,Most of the time,Some of the time,Somewhat,Some of the time,Some of the time,Somewhat,Some of the time,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,50,50,Rarely,Rarely,Rarely,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,,"Principal investigator of the study,Funding agency",,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat important,Very important,,2 - 5 people,Associate professor/lecturer,,Male,,White,,United States of America,I would like to be entered into the prize draw
128,5/26/2022 14:49,5/26/2022 15:27,IP Address,100,2279,TRUE,5/26/2022 15:27,R_25vjzTPEr14MsOh,,32.2879,-106.7591,email,EN,35-54 years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,"Providing sufficient narrative description, computer code, and data for another expert to fully recreate a published analysis.",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Somewhat,Some of the time,To a great extent,Most of the time,Some of the time,Rarely,To a great extent,Some of the time,Most of the time,Somewhat,Never,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I have observed an increase in use of ""off-the-shelf"" modeling algorithms that are applied with default settings and without critical examination of associated statistical assumptions.  To avoid this issue in my own research, I've made effort to be more transparent about my own analytical assumptions.  ",Some,Some,Some,"Yes, some","Yes, some","Yes, some","Yes, all","I have been able to submit findings from my reproductions, except in those instances where a conscious decision was made not to due to time constraints or study scope. ",20,30,Rarely,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Training specific to reproducibility at the graduate and early career levels. ,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat not important,Very important,Somewhat important,"Results interpretation.  How a model is structured changes how results should be interpreted.  For example, even if dependent and independent variables are the same, interpretation may be different for an AI/ML method, than for a glm with random effects, than with causal inference, etc.  Specific to geography, a large portion of published research uses spatially explicit and implicit terminology interchangeably making it difficult to know what was actually done without reproducible code and data.",2 - 5 people,Research scientist,,Male,,White,,United States of America,
129,5/26/2022 14:58,5/26/2022 15:39,IP Address,100,2446,TRUE,5/26/2022 15:39,R_1mEtMwltGElYSPp,,42.0373,-93.6005,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,"In short, I understand reproducibility to be the ability of other researchers to use the same methods on the same data to produce the same results.",To a great extent,Most of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Somewhat,Some of the time,To a great extent,Most of the time,Most of the time,Most of the time,To a great extent,Most of the time,Most of the time,Very little,Never,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Yes,Yes,,No,Yes,No,Yes,"This was largely in the context of ensuring quality within my own lab. I have students with less experience conducting different analyses. Reproducing the analysis myself or by someone else is a way to double-check the results.

It may be noteworthy that in these cases the source data is the same; only the analysis of the data is repeated. The re-collection of samples from the field would be too expensive. This context may be informative to my responses the question following this one.",All,All,All,"Yes, all","Yes, all","Yes, all",Did not attempt,"That isn't the context of how/why I've reproduced analysis. In my subfield, access to the original data is rare. I have only done reproduction of work within my own lab to double-check findings before submitting for publication.",80,20,Rarely,Rarely,Rarely,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Time. There is little value given to reproducing work that has already been done by someone else. Grants won't support that kind of work. I also doubt a journal would publish an article that exactly repeats another article and finds the same results (not novel). These factors make reproducing other's work off the list of priorities with the limited time most university faculty have.,Principal investigator of the study,,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Not important,Not important,Somewhat not important,Somewhat important,Somewhat important,,6 - 10 people,Associate professor/lecturer,,Male,,White,,United States of America,I would like to be entered into the prize draw
130,5/26/2022 16:31,5/26/2022 16:41,IP Address,100,606,TRUE,5/26/2022 16:41,R_1MNjhhpDV15sPeV,,-37.8159,144.9669,email,EN,55+ years old,Yes,"Geographic methods, GIS, spatial statistics",,Quantitative,To a great extent,"Another researcher could take my data, use my analytical approach and produce the same result.",To a great extent,Some of the time,Data analysis,Some of the time,Somewhat,Some of the time,To a great extent,Always,Some of the time,Always,To a great extent,Some of the time,Rarely,Very little,Never,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,75,75,Rarely,Frequently,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,,Principal investigator of the study,,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,,6 - 10 people,Associate professor/lecturer,,Female,,White,,Australia,
131,5/17/2022 17:28,5/26/2022 17:51,IP Address,100,779004,TRUE,5/26/2022 17:51,R_w4uCS9aOsTiIlX3,,11.5583,104.9121,email,EN,35-54 years old,Yes,Human geography,,Mixed Methods,Somewhat,"To my understanding, reproducibility is a way in which a method, tool, and concept that one has originally produced in his/her research work can be reproduced in other research activities.  For example, OSMnx is a simple python code tool that has been developed by Prof. Geoff Boeing. The tool is used by other researchers to extract road networks from OSM. The road networks that are extracted using this tool can also be reproduced in many ways in ArcGIS.",Somewhat,Most of the time,Obtaining or collecting data,Some of the time,Very little,Some of the time,Very little,Some of the time,Rarely,Rarely,Very little,Rarely,Rarely,Very little,Rarely,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Yes,Yes,Yes,No,No,No,Yes,Some data and methods are important to other researchers. It may be helpful if every researcher shares that own data or methods publicly.,Some,Some,None,"Yes, some","Yes, some",No,"Yes, some",,>50%,>50%,Frequently,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,,Principal investigator of the study,,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,,2 - 5 people,Research scientist,,Male,,Asian,,Cambodia,I would like to be entered into the prize draw
132,5/26/2022 19:13,5/26/2022 19:25,IP Address,100,736,TRUE,5/26/2022 19:25,R_2rBgMLoLqXtsJDe,,33.6325,-112.1277,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,Somewhat,Designing methods in such a way that another researcher of equal skill could replicate results and achieve similar results. ,Somewhat,Some of the time,Obtaining or collecting data,Some of the time,Very little,Rarely,Somewhat,Rarely,Rarely,Most of the time,Very little,Never,,To a great extent,Always,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,80,65,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Case study research involving human subjects perceptions. ,"Principal investigator of the study,Peer-reviewer(s)",,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,2 - 5 people,Assistant professor/lecturer,,Male,,Prefer not to say,,United States of America,I would like to be entered into the prize draw
